Gene.stable.ID	Protein.stable.ID	Transcript.stable.ID	Gene.name	depth
ENSG00000106560	ENSP00000223293	ENST00000223293	GIMAP2	58
ENSG00000106565	ENSP00000318409	ENST00000326442	TMEM176B	177
ENSG00000106571	ENSP00000379258	ENST00000395925	GLI3	253
ENSG00000106588	ENSP00000223321	ENST00000223321	PSMA2	306
ENSG00000106591	ENSP00000223324	ENST00000223324	MRPL32	231
ENSG00000106603	ENSP00000223336	ENST00000223336	COA1	150
ENSG00000106605	ENSP00000265523	ENST00000265523	BLVRA	193
ENSG00000106608	ENSP00000396918	ENST00000453200	URGCP	615
ENSG00000106609	ENSP00000340668	ENST00000341567	TMEM248	363
ENSG00000106615	ENSP00000262187	ENST00000262187	RHEB	137
ENSG00000106617	ENSP00000287878	ENST00000287878	PRKAG2	784
ENSG00000106624	ENSP00000223357	ENST00000223357	AEBP1	261
ENSG00000106628	ENSP00000480186	ENST00000610533	POLD2	196
ENSG00000106631	ENSP00000223364	ENST00000223364	MYL7	187
ENSG00000106633	ENSP00000384247	ENST00000403799	GCK	1066
ENSG00000106635	ENSP00000223368	ENST00000223368	BCL7B	567
ENSG00000106636	ENSP00000223369	ENST00000223369	YKT6	247
ENSG00000106638	ENSP00000307260	ENST00000305632	TBL2	201
ENSG00000106648	ENSP00000376548	ENST00000392800	GALNTL5	86
ENSG00000106665	ENSP00000223398	ENST00000223398	CLIP2	207
ENSG00000106682	ENSP00000265753	ENST00000265753	EIF4H	211
ENSG00000106683	ENSP00000336740	ENST00000336180	LIMK1	263
ENSG00000106686	ENSP00000506787	ENST00000682582	SPATA6L	355
ENSG00000106688	ENSP00000262352	ENST00000262352	SLC1A1	250
ENSG00000106689	ENSP00000362717	ENST00000373615	LHX2	225
ENSG00000106692	ENSP00000350687	ENST00000357998	FKTN	206
ENSG00000106701	ENSP00000417492	ENST00000481272	FSD1L	205
ENSG00000106714	ENSP00000297668	ENST00000297668	CNTNAP3	290
ENSG00000106723	ENSP00000365019	ENST00000375859	SPIN1	842
ENSG00000106733	ENSP00000354387	ENST00000361092	NMRK1	181
ENSG00000106771	ENSP00000363714	ENST00000374586	TMEM245	225
ENSG00000106772	ENSP00000365908	ENST00000376718	PRUNE2	323
ENSG00000106780	ENSP00000363040	ENST00000373930	MEGF9	122
ENSG00000106785	ENSP00000344208	ENST00000341469	TRIM14	119
ENSG00000106789	ENSP00000364218	ENST00000375077	CORO2A	280
ENSG00000106799	ENSP00000364133	ENST00000374994	TGFBR1	238
ENSG00000106803	ENSP00000223641	ENST00000223641	SEC61B	218
ENSG00000106804	ENSP00000223642	ENST00000223642	C5	201
ENSG00000106809	ENSP00000364711	ENST00000375561	OGN	259
ENSG00000106819	ENSP00000364694	ENST00000375544	ASPN	200
ENSG00000106823	ENSP00000344758	ENST00000344604	ECM2	194
ENSG00000106829	ENSP00000365735	ENST00000376552	TLE4	1439
ENSG00000106852	ENSP00000340137	ENST00000340587	LHX6	273
ENSG00000106853	ENSP00000385763	ENST00000407693	PTGR1	275
ENSG00000106868	ENSP00000363388	ENST00000374270	SUSD1	207
ENSG00000106927	ENSP00000265132	ENST00000265132	AMBP	184
ENSG00000106948	ENSP00000363201	ENST00000374088	AKNA	299
ENSG00000106952	ENSP00000223795	ENST00000223795	TNFSF8	117
ENSG00000106976	ENSP00000362014	ENST00000372923	DNM1	311
ENSG00000106991	ENSP00000362299	ENST00000373203	ENG	465
ENSG00000106992	ENSP00000494600	ENST00000644144	AK1	221
ENSG00000106993	ENSP00000371278	ENST00000381854	CDC37L1	454
ENSG00000107014	ENSP00000371040	ENST00000381627	RLN2	187
ENSG00000107018	ENSP00000223862	ENST00000223862	RLN1	187
ENSG00000107020	ENSP00000223864	ENST00000223864	PLGRKT	187
ENSG00000107021	ENSP00000361731	ENST00000372648	TBC1D13	202
ENSG00000107036	ENSP00000416696	ENST00000414202	RIC1	215
ENSG00000107077	ENSP00000370710	ENST00000381309	KDM4C	307
ENSG00000107099	ENSP00000394888	ENST00000432829	DOCK8	228
ENSG00000107104	ENSP00000371734	ENST00000382297	KANK1	389
ENSG00000107105	ENSP00000380479	ENST00000397312	ELAVL2	212
ENSG00000107130	ENSP00000361475	ENST00000372398	NCS1	330
ENSG00000107140	ENSP00000338127	ENST00000336395	TESK1	263
ENSG00000107147	ENSP00000360822	ENST00000371757	KCNT1	257
ENSG00000107159	ENSP00000367608	ENST00000378357	CA9	116
ENSG00000107164	ENSP00000318177	ENST00000319725	FUBP3	263
ENSG00000107165	ENSP00000373570	ENST00000388918	TYRP1	268
ENSG00000107175	ENSP00000342136	ENST00000353704	CREB3	163
ENSG00000107185	ENSP00000367318	ENST00000378078	RGP1	195
ENSG00000107186	ENSP00000320006	ENST00000319217	MPDZ	300
ENSG00000107187	ENSP00000360813	ENST00000371748	LHX3	203
ENSG00000107201	ENSP00000369213	ENST00000379883	DDX58	577
ENSG00000107223	ENSP00000224073	ENST00000224073	EDF1	249
ENSG00000107242	ENSP00000265382	ENST00000265382	PIP5K1B	275
ENSG00000107249	ENSP00000371398	ENST00000381971	GLIS3	200
ENSG00000107262	ENSP00000489189	ENST00000634734	BAG1	197
ENSG00000107263	ENSP00000508246	ENST00000683357	RAPGEF1	252
ENSG00000107281	ENSP00000360660	ENST00000371601	NPDC1	243
ENSG00000107282	ENSP00000265381	ENST00000265381	APBA1	277
ENSG00000107290	ENSP00000224140	ENST00000224140	SETX	142
ENSG00000107295	ENSP00000369981	ENST00000380607	SH3GL2	174
ENSG00000107317	ENSP00000360687	ENST00000371625	PTGDS	917
ENSG00000107331	ENSP00000344155	ENST00000341511	ABCA2	203
ENSG00000107338	ENSP00000366936	ENST00000377707	SHB	120
ENSG00000107341	ENSP00000263228	ENST00000263228	UBE2R2	141
ENSG00000107362	ENSP00000330222	ENST00000333421	ABHD17B	215
ENSG00000107371	ENSP00000323046	ENST00000327304	EXOSC3	413
ENSG00000107372	ENSP00000366161	ENST00000376962	ZFAND5	171
ENSG00000107404	ENSP00000368166	ENST00000378888	DVL1	955
ENSG00000107438	ENSP00000360305	ENST00000329399	PDLIM1	214
ENSG00000107443	ENSP00000435373	ENST00000465148	CCNJ	207
ENSG00000107447	ENSP00000360216	ENST00000371174	DNTT	200
ENSG00000107485	ENSP00000368632	ENST00000379328	GATA3	206
ENSG00000107518	ENSP00000347152	ENST00000355044	ATRNL1	263
ENSG00000107521	ENSP00000355310	ENST00000361490	HPS1	202
ENSG00000107537	ENSP00000263038	ENST00000263038	PHYH	301
ENSG00000107551	ENSP00000339692	ENST00000340258	RASSF4	167
ENSG00000107554	ENSP00000315659	ENST00000324109	DNMBP	663
ENSG00000107560	ENSP00000347839	ENST00000355624	RAB11FIP2	205
ENSG00000107562	ENSP00000363548	ENST00000374426	CXCL12	266
ENSG00000107566	ENSP00000410964	ENST00000421367	ERLIN1	400
ENSG00000107581	ENSP00000358140	ENST00000369144	EIF3A	208
ENSG00000107593	ENSP00000325296	ENST00000318222	PKD2L1	190
ENSG00000107611	ENSP00000367064	ENST00000377833	CUBN	231
ENSG00000107614	ENSP00000367030	ENST00000377799	TRDMT1	199
ENSG00000107625	ENSP00000362687	ENST00000373585	DDX50	118
ENSG00000107643	ENSP00000363304	ENST00000374189	MAPK8	493
ENSG00000107651	ENSP00000358071	ENST00000369075	SEC23IP	212
ENSG00000107669	ENSP00000224652	ENST00000224652	ATE1	206
ENSG00000107672	ENSP00000358019	ENST00000369023	NSMCE4A	124
ENSG00000107679	ENSP00000357986	ENST00000368990	PLEKHA1	277
ENSG00000107719	ENSP00000263563	ENST00000263563	PALD1	211
ENSG00000107731	ENSP00000334329	ENST00000335350	UNC5B	1022
ENSG00000107736	ENSP00000224721	ENST00000224721	CDH23	222
ENSG00000107738	ENSP00000378409	ENST00000394957	VSIR	71
ENSG00000107742	ENSP00000362201	ENST00000373109	SPOCK2	258
ENSG00000107745	ENSP00000354415	ENST00000361114	MICU1	674
ENSG00000107758	ENSP00000353881	ENST00000360663	PPP3CB	325
ENSG00000107771	ENSP00000361160	ENST00000372088	CCSER2	444
ENSG00000107779	ENSP00000361107	ENST00000372037	BMPR1A	226
ENSG00000107789	ENSP00000361064	ENST00000371996	MINPP1	302
ENSG00000107796	ENSP00000224784	ENST00000224784	ACTA2	281
ENSG00000107798	ENSP00000337354	ENST00000336233	LIPA	272
ENSG00000107807	ENSP00000359215	ENST00000370196	TLX1	205
ENSG00000107815	ENSP00000309595	ENST00000311916	TWNK	210
ENSG00000107816	ENSP00000359240	ENST00000370220	LZTS2	695
ENSG00000107819	ENSP00000377103	ENST00000393459	SFXN3	1064
ENSG00000107821	ENSP00000359219	ENST00000370200	KAZALD1	551
ENSG00000107829	ENSP00000359149	ENST00000331272	FBXW4	205
ENSG00000107831	ENSP00000321797	ENST00000320185	FGF8	262
ENSG00000107833	ENSP00000359128	ENST00000370110	NPM3	191
ENSG00000107854	ENSP00000360689	ENST00000371627	TNKS2	167
ENSG00000107859	ENSP00000359019	ENST00000370002	PITX3	94
ENSG00000107862	ENSP00000359000	ENST00000369983	GBF1	220
ENSG00000107863	ENSP00000379709	ENST00000396432	ARHGAP21	278
ENSG00000107864	ENSP00000265997	ENST00000265997	CPEB3	198
ENSG00000107872	ENSP00000358972	ENST00000369956	FBXL15	192
ENSG00000107874	ENSP00000358953	ENST00000369937	CUEDC2	188
ENSG00000107882	ENSP00000358918	ENST00000369902	SUFU	205
ENSG00000107890	ENSP00000365255	ENST00000376087	ANKRD26	73
ENSG00000107897	ENSP00000379568	ENST00000396271	ACBD5	261
ENSG00000107902	ENSP00000357835	ENST00000368842	LHPP	189
ENSG00000107929	ENSP00000326128	ENST00000316157	LARP4B	265
ENSG00000107937	ENSP00000354040	ENST00000360803	GTPBP4	225
ENSG00000107938	ENSP00000349244	ENST00000356792	EDRF1	204
ENSG00000107949	ENSP00000278100	ENST00000278100	BCCIP	235
ENSG00000107951	ENSP00000263063	ENST00000263063	MTPAP	198
ENSG00000107954	ENSP00000358795	ENST00000369780	NEURL1	271
ENSG00000107957	ENSP00000358789	ENST00000369774	SH3PXD2A	273
ENSG00000107959	ENSP00000224949	ENST00000224949	PITRM1	235
ENSG00000107960	ENSP00000224950	ENST00000224950	STN1	203
ENSG00000107968	ENSP00000263056	ENST00000263056	MAP3K8	201
ENSG00000107984	ENSP00000363081	ENST00000373970	DKK1	131
ENSG00000108001	ENSP00000387543	ENST00000440978	EBF3	1026
ENSG00000108010	ENSP00000330836	ENST00000331244	GLRX3	226
ENSG00000108018	ENSP00000263054	ENST00000263054	SORCS1	1295
ENSG00000108021	ENSP00000328426	ENST00000328090	TASOR2	460
ENSG00000108039	ENSP00000421566	ENST00000502935	XPNPEP1	211
ENSG00000108055	ENSP00000354720	ENST00000361804	SMC3	203
ENSG00000108061	ENSP00000358464	ENST00000369452	SHOC2	212
ENSG00000108064	ENSP00000420588	ENST00000487519	TFAM	206
ENSG00000108091	ENSP00000263102	ENST00000263102	CCDC6	223
ENSG00000108094	ENSP00000363881	ENST00000374749	CUL2	232
ENSG00000108100	ENSP00000363836	ENST00000374704	CCNY	581
ENSG00000108106	ENSP00000264552	ENST00000264552	UBE2S	206
ENSG00000108107	ENSP00000342787	ENST00000344063	RPL28	283
ENSG00000108175	ENSP00000334474	ENST00000334512	ZMIZ1	1372
ENSG00000108176	ENSP00000225171	ENST00000225171	DNAJC12	194
ENSG00000108179	ENSP00000225174	ENST00000225174	PPIF	251
ENSG00000108187	ENSP00000351619	ENST00000358769	PBLD	225
ENSG00000108219	ENSP00000396270	ENST00000429989	TSPAN14	199
ENSG00000108231	ENSP00000360472	ENST00000371418	LGI1	160
ENSG00000108239	ENSP00000225235	ENST00000225235	TBC1D12	241
ENSG00000108242	ENSP00000285979	ENST00000285979	CYP2C18	68
ENSG00000108244	ENSP00000209718	ENST00000209718	KRT23	120
ENSG00000108255	ENSP00000225387	ENST00000225387	CRYBA1	203
ENSG00000108256	ENSP00000225388	ENST00000225388	NUFIP2	136
ENSG00000108262	ENSP00000225394	ENST00000225394	GIT1	198
ENSG00000108298	ENSP00000225430	ENST00000225430	RPL19	385
ENSG00000108306	ENSP00000264658	ENST00000264658	FBXL20	401
ENSG00000108309	ENSP00000410862	ENST00000426726	RUNDC3A	262
ENSG00000108312	ENSP00000390669	ENST00000436088	UBTF	119
ENSG00000108342	ENSP00000377705	ENST00000394149	CSF3	246
ENSG00000108344	ENSP00000264639	ENST00000264639	PSMD3	422
ENSG00000108349	ENSP00000264645	ENST00000264645	CASC3	203
ENSG00000108352	ENSP00000479735	ENST00000620260	RAPGEFL1	194
ENSG00000108370	ENSP00000262406	ENST00000262406	RGS9	280
ENSG00000108375	ENSP00000385328	ENST00000407977	RNF43	399
ENSG00000108379	ENSP00000225512	ENST00000225512	WNT3	216
ENSG00000108381	ENSP00000263080	ENST00000263080	ASPA	432
ENSG00000108384	ENSP00000336701	ENST00000337432	RAD51C	204
ENSG00000108387	ENSP00000500383	ENST00000672673	SEPTIN4	56
ENSG00000108389	ENSP00000507664	ENST00000682306	MTMR4	206
ENSG00000108395	ENSP00000262294	ENST00000262294	TRIM37	206
ENSG00000108405	ENSP00000225538	ENST00000225538	P2RX1	1434
ENSG00000108406	ENSP00000251241	ENST00000251241	DHX40	188
ENSG00000108417	ENSP00000225550	ENST00000225550	KRT37	42
ENSG00000108423	ENSP00000320797	ENST00000325752	TUBD1	203
ENSG00000108424	ENSP00000290158	ENST00000290158	KPNB1	214
ENSG00000108433	ENSP00000492751	ENST00000640051	GOSR2	606
ENSG00000108439	ENSP00000493302	ENST00000642017	PNPO	201
ENSG00000108443	ENSP00000225577	ENST00000225577	RPS6KB1	182
ENSG00000108465	ENSP00000344683	ENST00000338399	CDK5RAP3	204
ENSG00000108468	ENSP00000225603	ENST00000225603	CBX1	397
ENSG00000108469	ENSP00000317636	ENST00000317905	RECQL5	203
ENSG00000108474	ENSP00000225609	ENST00000225609	PIGL	201
ENSG00000108479	ENSP00000465930	ENST00000588479	GALK1	599
ENSG00000108506	ENSP00000251334	ENST00000251334	INTS2	193
ENSG00000108509	ENSP00000321813	ENST00000348066	CAMTA2	199
ENSG00000108510	ENSP00000380888	ENST00000397786	MED13	489
ENSG00000108511	ENSP00000225648	ENST00000225648	HOXB6	152
ENSG00000108515	ENSP00000430055	ENST00000519602	ENO3	1052
ENSG00000108518	ENSP00000225655	ENST00000225655	PFN1	681
ENSG00000108523	ENSP00000262482	ENST00000262482	RNF167	135
ENSG00000108528	ENSP00000225665	ENST00000225665	SLC25A11	184
ENSG00000108551	ENSP00000225688	ENST00000225688	RASD1	122
ENSG00000108556	ENSP00000497829	ENST00000649488	CHRNE	177
ENSG00000108557	ENSP00000323074	ENST00000353383	RAI1	291
ENSG00000108559	ENSP00000458954	ENST00000573584	NUP88	204
ENSG00000108561	ENSP00000225698	ENST00000225698	C1QBP	220
ENSG00000108576	ENSP00000498537	ENST00000650711	SLC6A4	204
ENSG00000108578	ENSP00000261714	ENST00000261714	BLMH	214
ENSG00000108582	ENSP00000225719	ENST00000225719	CPD	218
ENSG00000108587	ENSP00000414441	ENST00000451249	GOSR1	249
ENSG00000108588	ENSP00000225726	ENST00000225726	CCDC47	214
ENSG00000108590	ENSP00000225728	ENST00000225728	MED31	192
ENSG00000108591	ENSP00000225729	ENST00000225729	DRG2	441
ENSG00000108592	ENSP00000396673	ENST00000427159	FTSJ3	213
ENSG00000108599	ENSP00000225737	ENST00000225737	AKAP10	205
ENSG00000108602	ENSP00000225740	ENST00000225740	ALDH3A1	91
ENSG00000108604	ENSP00000392617	ENST00000448276	SMARCD2	211
ENSG00000108622	ENSP00000464665	ENST00000579788	ICAM2	103
ENSG00000108639	ENSP00000225777	ENST00000225777	SYNGR2	881
ENSG00000108641	ENSP00000261499	ENST00000261499	B9D1	180
ENSG00000108651	ENSP00000261708	ENST00000261708	UTP6	222
ENSG00000108654	ENSP00000225792	ENST00000225792	DDX5	368
ENSG00000108666	ENSP00000464275	ENST00000577809	C17orf75	210
ENSG00000108669	ENSP00000354398	ENST00000361101	CYTH1	275
ENSG00000108671	ENSP00000261712	ENST00000261712	PSMD11	525
ENSG00000108679	ENSP00000262776	ENST00000262776	LGALS3BP	74
ENSG00000108684	ENSP00000225823	ENST00000225823	ASIC2	303
ENSG00000108688	ENSP00000367832	ENST00000378569	CCL7	1220
ENSG00000108691	ENSP00000225831	ENST00000225831	CCL2	1220
ENSG00000108700	ENSP00000378118	ENST00000394620	CCL8	1220
ENSG00000108702	ENSP00000225842	ENST00000225842	CCL1	1220
ENSG00000108733	ENSP00000225873	ENST00000225873	PEX12	201
ENSG00000108759	ENSP00000225899	ENST00000225899	KRT32	84
ENSG00000108771	ENSP00000251642	ENST00000251642	DHX58	577
ENSG00000108773	ENSP00000225916	ENST00000225916	KAT2A	206
ENSG00000108774	ENSP00000345689	ENST00000346213	RAB5C	294
ENSG00000108784	ENSP00000225927	ENST00000225927	NAGLU	201
ENSG00000108786	ENSP00000466799	ENST00000585807	HSD17B1	187
ENSG00000108788	ENSP00000416627	ENST00000435881	MLX	207
ENSG00000108797	ENSP00000264638	ENST00000264638	CNTNAP1	121
ENSG00000108798	ENSP00000225941	ENST00000225941	ABI3	123
ENSG00000108799	ENSP00000404658	ENST00000428826	EZH1	211
ENSG00000108813	ENSP00000240306	ENST00000240306	DLX4	90
ENSG00000108819	ENSP00000478767	ENST00000612501	PPP1R9B	273
ENSG00000108821	ENSP00000225964	ENST00000225964	COL1A1	258
ENSG00000108823	ENSP00000262018	ENST00000262018	SGCA	391
ENSG00000108825	ENSP00000409924	ENST00000421990	PTGES3L-AARSD1	203
ENSG00000108826	ENSP00000225969	ENST00000225969	MRPL27	205
ENSG00000108828	ENSP00000347872	ENST00000355653	VAT1	262
ENSG00000108829	ENSP00000225972	ENST00000225972	LRRC59	138
ENSG00000108830	ENSP00000466680	ENST00000587250	RND2	264
ENSG00000108839	ENSP00000251535	ENST00000251535	ALOX12	317
ENSG00000108840	ENSP00000507606	ENST00000682912	HDAC5	196
ENSG00000108846	ENSP00000285238	ENST00000285238	ABCC3	95
ENSG00000108848	ENSP00000425092	ENST00000505658	LUC7L3	622
ENSG00000108849	ENSP00000225992	ENST00000225992	PPY	93
ENSG00000108852	ENSP00000269095	ENST00000269095	MPP2	349
ENSG00000108854	ENSP00000262435	ENST00000262435	SMURF2	279
ENSG00000108861	ENSP00000226004	ENST00000226004	DUSP3	91
ENSG00000108878	ENSP00000226021	ENST00000226021	CACNG1	515
ENSG00000108883	ENSP00000392094	ENST00000426333	EFTUD2	215
ENSG00000108924	ENSP00000226067	ENST00000226067	HLF	270
ENSG00000108932	ENSP00000462985	ENST00000580666	SLC16A6	277
ENSG00000108946	ENSP00000464977	ENST00000589228	PRKAR1A	267
ENSG00000108947	ENSP00000226091	ENST00000226091	EFNB3	213
ENSG00000108950	ENSP00000468308	ENST00000592554	FAM20A	866
ENSG00000108953	ENSP00000264335	ENST00000264335	YWHAE	1295
ENSG00000108960	ENSP00000262065	ENST00000262065	MMD	206
ENSG00000108961	ENSP00000226105	ENST00000226105	RANGRF	175
ENSG00000108963	ENSP00000263083	ENST00000263083	DPH1	408
ENSG00000108984	ENSP00000468348	ENST00000590474	MAP2K6	263
ENSG00000109016	ENSP00000378887	ENST00000395511	DHRS7B	200
ENSG00000109046	ENSP00000262394	ENST00000262394	WSB1	430
ENSG00000109047	ENSP00000226193	ENST00000226193	RCVRN	253
ENSG00000109061	ENSP00000226207	ENST00000226207	MYH1	142
ENSG00000109062	ENSP00000262613	ENST00000262613	SLC9A3R1	1008
ENSG00000109063	ENSP00000464317	ENST00000583535	MYH3	100
ENSG00000109065	ENSP00000350467	ENST00000357814	NAT9	200
ENSG00000109066	ENSP00000334849	ENST00000335464	TMEM104	205
ENSG00000109072	ENSP00000226218	ENST00000226218	VTN	515
ENSG00000109079	ENSP00000226225	ENST00000226225	TNFAIP1	642
ENSG00000109083	ENSP00000378809	ENST00000395418	IFT20	232
ENSG00000109084	ENSP00000226230	ENST00000226230	TMEM97	204
ENSG00000109089	ENSP00000336587	ENST00000337231	CDR2L	534
ENSG00000109099	ENSP00000308937	ENST00000312280	PMP22	957
ENSG00000109101	ENSP00000464645	ENST00000579795	FOXN1	195
ENSG00000109103	ENSP00000337040	ENST00000335765	UNC119	564
ENSG00000109107	ENSP00000226253	ENST00000226253	ALDOC	793
ENSG00000109111	ENSP00000319104	ENST00000314616	SUPT6H	221
ENSG00000109113	ENSP00000378666	ENST00000395245	RAB34	191
ENSG00000109118	ENSP00000329933	ENST00000332830	PHF12	260
ENSG00000109132	ENSP00000226382	ENST00000226382	PHOX2B	199
ENSG00000109133	ENSP00000422473	ENST00000504986	TMEM33	209
ENSG00000109158	ENSP00000264318	ENST00000264318	GABRA4	201
ENSG00000109163	ENSP00000226413	ENST00000226413	GNRHR	1447
ENSG00000109171	ENSP00000264313	ENST00000264313	SLAIN2	583
ENSG00000109180	ENSP00000264312	ENST00000264312	OCIAD1	395
ENSG00000109181	ENSP00000265403	ENST00000265403	UGT2B10	23
ENSG00000109182	ENSP00000226432	ENST00000226432	CWH43	116
ENSG00000109184	ENSP00000334625	ENST00000334635	DCUN1D4	210
ENSG00000109189	ENSP00000407818	ENST00000441222	USP46	550
ENSG00000109193	ENSP00000226444	ENST00000226444	SULT1E1	82
ENSG00000109205	ENSP00000507531	ENST00000683306	ODAM	88
ENSG00000109208	ENSP00000226460	ENST00000226460	SMR3A	9
ENSG00000109220	ENSP00000263921	ENST00000263921	CHIC2	400
ENSG00000109255	ENSP00000264218	ENST00000264218	NMU	139
ENSG00000109265	ENSP00000507165	ENST00000682029	CRACD	173
ENSG00000109270	ENSP00000424183	ENST00000499666	LAMTOR3	227
ENSG00000109272	ENSP00000226524	ENST00000226524	PF4V1	38
ENSG00000109320	ENSP00000226574	ENST00000226574	NFKB1	200
ENSG00000109321	ENSP00000379097	ENST00000395748	AREG	121
ENSG00000109323	ENSP00000495247	ENST00000647097	MANBA	197
ENSG00000109332	ENSP00000396901	ENST00000453744	UBE2D3	644
ENSG00000109339	ENSP00000493435	ENST00000641462	MAPK10	493
ENSG00000109381	ENSP00000368868	ENST00000379550	ELF2	272
ENSG00000109390	ENSP00000377770	ENST00000394223	NDUFC1	119
ENSG00000109424	ENSP00000262999	ENST00000262999	UCP1	165
ENSG00000109436	ENSP00000411197	ENST00000442267	TBC1D9	211
ENSG00000109445	ENSP00000262990	ENST00000262990	ZNF330	219
ENSG00000109452	ENSP00000425487	ENST00000513000	INPP4B	246
ENSG00000109458	ENSP00000262994	ENST00000262994	GAB1	255
ENSG00000109466	ENSP00000226725	ENST00000226725	KLHL2	194
ENSG00000109471	ENSP00000226730	ENST00000226730	IL2	88
ENSG00000109472	ENSP00000386104	ENST00000402744	CPE	199
ENSG00000109475	ENSP00000378162	ENST00000394667	RPL34	374
ENSG00000109501	ENSP00000226760	ENST00000226760	WFS1	264
ENSG00000109511	ENSP00000352248	ENST00000359299	ANXA10	125
ENSG00000109519	ENSP00000264954	ENST00000264954	GRPEL1	391
ENSG00000109534	ENSP00000226796	ENST00000226796	GAR1	204
ENSG00000109536	ENSP00000226798	ENST00000226798	FRG1	267
ENSG00000109572	ENSP00000424603	ENST00000513761	CLCN3	425
ENSG00000109576	ENSP00000336808	ENST00000337664	AADAT	230
ENSG00000109586	ENSP00000265000	ENST00000265000	GALNT7	205
ENSG00000109606	ENSP00000336741	ENST00000336812	DHX15	274
ENSG00000109610	ENSP00000371554	ENST00000382120	SOD3	196
ENSG00000109618	ENSP00000371535	ENST00000382103	SEPSECS	200
ENSG00000109625	ENSP00000354255	ENST00000360986	CPZ	258
ENSG00000109654	ENSP00000339659	ENST00000338700	TRIM2	278
ENSG00000109667	ENSP00000264784	ENST00000264784	SLC2A9	196
ENSG00000109670	ENSP00000281708	ENST00000281708	FBXW7	300
ENSG00000109674	ENSP00000264596	ENST00000264596	NEIL3	488
ENSG00000109680	ENSP00000264866	ENST00000264866	TBC1D19	193
ENSG00000109684	ENSP00000226951	ENST00000226951	CLNK	121
ENSG00000109685	ENSP00000423972	ENST00000508803	NSD2	225
ENSG00000109686	ENSP00000488951	ENST00000604030	SH3D19	248
ENSG00000109689	ENSP00000419073	ENST00000467087	STIM2	543
ENSG00000109705	ENSP00000371875	ENST00000382438	NKX3-2	175
ENSG00000109736	ENSP00000347619	ENST00000355443	MFSD10	31
ENSG00000109738	ENSP00000264428	ENST00000264428	GLRB	266
